PART ID,TYPE,MANUFACTURER,YEAR,Qty,PRECIO,SUBTOTAL INVENTORY,ACTIVE
PART4145,battery,Mercedes,2019,4.0,63.17,252.68,0.0
PART4146,transmission,Volkswagen,2011,9.0,312.27,2810.43,1.0
PART4147,engine,Ford,2004,1.0,235.14,235.14,
PART4148,engine,Ford,2006,8.0,175.42,1403.36,1.0
PART4149,tire,Audi,2000,3.0,340.88,1022.64,
PART4150,suspension,Honda,2007,5.0,411.44,2057.2,1.0
PART4151,engine,Toyota,2016,5.0,397.7,1988.5,
PART4152,battery,Volkswagen,2017,4.0,109.25,437.0,
PART4153,battery,BMW,2013,7.0,258.26,1807.82,1.0
PART4154,battery,Honda,2004,9.0,120.68,1086.1200000000001,
PART4155,battery,Toyota,2006,7.0,181.76,1272.32,
PART4156,tire,Audi,2008,7.0,334.65,2342.5499999999997,0.0
PART4157,brake,Ford,2008,3.0,496.79,1490.3700000000001,1.0
PART4158,suspension,Mercedes,2009,2.0,315.18,630.36,0.0
PART4159,engine,Mercedes,2009,8.0,131.64,1053.12,
PART4160,transmission,Toyota,2009,2.0,387.67,775.34,0.0
PART4161,suspension,Audi,2014,9.0,358.53,3226.7699999999995,
PART4162,transmission,BMW,2018,8.0,449.17,3593.36,
PART4163,engine,Toyota,2018,8.0,101.64,813.12,
PART4164,suspension,Toyota,2004,9.0,85.2,766.8000000000001,1.0
PART4165,transmission,Ford,2005,8.0,54.29,434.32,
PART4166,tire,Volkswagen,2006,5.0,295.12,1475.6,0.0
PART4167,transmission,Volkswagen,2006,2.0,365.94,731.88,1.0
PART4168,battery,BMW,2012,6.0,498.78,2992.68,0.0
PART4169,brake,Toyota,2011,4.0,208.72,834.88,
PART4170,tire,Honda,2020,8.0,278.87,2230.96,1.0
PART4171,engine,Honda,2000,6.0,350.95,2105.7,0.0
PART4172,battery,Ford,2014,2.0,394.8,789.6,1.0
PART4173,battery,Volkswagen,2015,8.0,52.78,422.24,1.0
PART4174,tire,Audi,2002,9.0,167.24,1505.16,0.0
PART4175,brake,Toyota,2021,9.0,278.63,2507.67,1.0
PART4176,battery,Volkswagen,2014,8.0,326.81,2614.48,1.0
PART4177,tire,Honda,2019,6.0,410.58,2463.48,
PART4178,transmission,Toyota,2020,5.0,88.3,441.5,0.0
PART4179,engine,Mercedes,2018,8.0,152.63,1221.04,0.0
PART4180,tire,Volkswagen,2016,4.0,50.65,202.6,0.0
PART4181,brake,Mercedes,2013,2.0,154.8,309.6,
PART4182,transmission,Mercedes,2013,7.0,259.13,1813.9099999999999,1.0
PART4183,brake,BMW,2003,3.0,398.25,1194.75,0.0
PART4184,tire,Volkswagen,2017,2.0,289.19,578.38,0.0
PART4185,suspension,Honda,2006,9.0,333.0,2997.0,1.0
PART4186,suspension,Volkswagen,2009,8.0,203.92,1631.36,1.0
PART4187,engine,BMW,2022,5.0,484.04,2420.2000000000003,1.0
PART4188,engine,Audi,2000,7.0,80.38,562.66,
PART4189,suspension,Audi,2015,8.0,410.23,3281.84,1.0
PART4190,brake,BMW,2006,9.0,254.8,2293.2000000000003,
PART4191,transmission,Ford,2013,6.0,198.9,1193.4,0.0
PART4192,brake,BMW,2012,7.0,149.66,1047.62,0.0
PART4193,transmission,Ford,2003,6.0,76.23,457.38,
PART4194,suspension,Toyota,2015,3.0,409.54,1228.6200000000001,0.0
PART4195,transmission,Mercedes,2016,2.0,295.93,591.86,
PART4196,battery,Honda,2009,1.0,426.57,426.57,
PART4197,battery,Mercedes,2006,6.0,66.88,401.28,0.0
PART4198,tire,Honda,2000,4.0,161.9,647.6,0.0
PART4199,battery,Ford,2019,2.0,179.21,358.42,
PART4200,battery,Audi,2000,9.0,324.59,2921.31,1.0
PART4201,brake,Honda,2022,5.0,221.19,1105.95,0.0
PART4202,engine,BMW,2021,1.0,155.54,155.54,1.0
PART4203,battery,Honda,2015,9.0,58.43,525.87,0.0
PART4204,battery,Audi,2005,5.0,383.83,1919.1499999999999,1.0
PART4205,brake,Volkswagen,2022,6.0,194.01,1164.06,
PART4206,brake,Mercedes,2013,3.0,471.47,1414.41,
PART4207,engine,Honda,2005,2.0,253.21,506.42,0.0
PART4208,suspension,BMW,2021,2.0,458.86,917.72,1.0
PART4209,tire,Ford,2011,3.0,90.62,271.86,0.0
PART4210,engine,Honda,2011,8.0,100.89,807.12,
PART4211,brake,Audi,2019,9.0,296.58,2669.22,
PART4212,battery,Audi,2022,3.0,249.88,749.64,
PART4213,tire,Mercedes,2015,9.0,338.71,3048.39,
PART4214,battery,Honda,2008,3.0,325.04,975.1200000000001,
PART4215,transmission,BMW,2010,1.0,312.1,312.1,0.0
PART4216,engine,Toyota,2011,9.0,411.94,3707.46,
PART4217,suspension,Honda,2013,1.0,427.36,427.36,
PART4218,transmission,Toyota,2006,5.0,58.6,293.0,1.0
PART4219,engine,Audi,2020,2.0,117.93,235.86,
PART4220,transmission,Audi,2008,7.0,312.93,2190.51,1.0
PART4221,tire,Honda,2004,5.0,97.46,487.29999999999995,0.0
PART4222,brake,BMW,2020,6.0,189.03,1134.18,1.0
PART4223,brake,Mercedes,2013,9.0,223.35,2010.1499999999999,0.0
PART4224,brake,Toyota,2018,1.0,285.62,285.62,0.0
PART4225,brake,Honda,2001,1.0,216.17,216.17,0.0
PART4226,suspension,Ford,2016,6.0,130.49,782.94,0.0
PART4227,engine,Toyota,2008,7.0,154.85,1083.95,0.0
PART4228,brake,Audi,2001,5.0,418.26,2091.3,1.0
PART4229,transmission,Mercedes,2007,9.0,216.24,1946.16,1.0
PART4230,engine,Honda,2016,4.0,360.85,1443.4,1.0
PART4231,transmission,Mercedes,2020,7.0,230.83,1615.8100000000002,0.0
PART4232,engine,BMW,2010,7.0,79.29,555.0300000000001,0.0
PART4233,transmission,BMW,2019,5.0,286.02,1430.1,1.0
PART4234,brake,Mercedes,2006,7.0,218.53,1529.71,0.0
PART4235,transmission,Audi,2012,5.0,444.14,2220.7,1.0
PART4236,suspension,Toyota,2019,7.0,358.79,2511.53,0.0
PART4237,engine,BMW,2012,4.0,97.63,390.52,1.0
PART4238,brake,BMW,2021,9.0,342.3,3080.7000000000003,1.0
PART4239,tire,BMW,2010,7.0,156.56,1095.92,
PART4240,engine,Honda,2004,7.0,57.65,403.55,
PART4241,brake,Honda,2006,9.0,105.29,947.61,0.0
PART4242,battery,Toyota,2006,4.0,243.15,972.6,0.0
PART4243,tire,Honda,2015,1.0,417.85,417.85,1.0
PART4244,suspension,Volkswagen,2000,7.0,350.94,2456.58,
PART4245,tire,Toyota,2016,6.0,290.56,1743.3600000000001,0.0
PART4246,transmission,Volkswagen,2015,8.0,169.62,1356.96,1.0
PART4247,suspension,Honda,2005,8.0,163.08,1304.64,
PART4248,battery,Ford,2008,2.0,204.21,408.42,1.0
PART4249,battery,Mercedes,2018,7.0,471.58,3301.06,0.0
PART4250,engine,Mercedes,2000,4.0,145.62,582.48,1.0
PART4251,engine,Honda,2017,1.0,52.29,52.29,
PART4252,battery,Mercedes,2018,3.0,231.15,693.45,1.0
PART4253,tire,Ford,2016,7.0,100.54,703.7800000000001,1.0
PART4254,suspension,Toyota,2022,8.0,128.6,1028.8,1.0
PART4255,battery,Toyota,2002,2.0,477.5,955.0,
PART4256,brake,Audi,2003,6.0,471.23,2827.38,
PART4257,engine,BMW,2013,3.0,110.09,330.27,1.0
PART4258,suspension,Honda,2011,7.0,416.09,2912.6299999999997,
PART4259,battery,Mercedes,2000,5.0,179.44,897.2,
PART4260,brake,BMW,2006,2.0,390.99,781.98,0.0
PART4261,brake,Mercedes,2007,2.0,493.68,987.36,
PART4262,battery,BMW,2008,6.0,77.4,464.40000000000003,
PART4263,engine,BMW,2012,4.0,443.98,1775.92,
PART4264,brake,Volkswagen,2013,4.0,281.98,1127.92,0.0
PART4265,engine,Ford,2018,1.0,428.46,428.46,0.0
PART4266,engine,Audi,2008,3.0,215.32,645.96,
PART4267,engine,Ford,2016,6.0,92.86,557.16,1.0
PART4268,suspension,BMW,2004,7.0,260.19,1821.33,0.0
PART4269,battery,Honda,2006,8.0,204.01,1632.08,0.0
PART4270,battery,Ford,2015,8.0,456.33,3650.64,1.0
PART4271,battery,Ford,2017,6.0,259.44,1556.6399999999999,1.0
PART4272,brake,Volkswagen,2000,3.0,474.91,1424.73,
PART4273,tire,Toyota,2006,8.0,123.04,984.32,
PART4274,suspension,Volkswagen,2018,5.0,377.56,1887.8,1.0
PART4275,tire,Mercedes,2017,8.0,75.76,606.08,1.0
PART4276,transmission,Honda,2008,6.0,394.08,2364.48,
PART4277,tire,Honda,2015,8.0,255.64,2045.12,1.0
PART4278,battery,Mercedes,2003,4.0,136.17,544.68,
PART4279,suspension,Mercedes,2003,8.0,175.06,1400.48,0.0
PART4280,engine,Honda,2017,9.0,392.77,3534.93,
PART4281,tire,Toyota,2008,9.0,111.14,1000.26,
PART4282,transmission,Toyota,2005,2.0,228.11,456.22,0.0
PART4283,battery,Volkswagen,2010,2.0,230.72,461.44,
PART4284,engine,BMW,2002,8.0,460.03,3680.24,0.0
PART4285,suspension,Volkswagen,2001,8.0,283.3,2266.4,0.0
PART4286,brake,BMW,2015,2.0,267.59,535.18,0.0
PART4287,tire,Ford,2013,8.0,211.74,1693.92,0.0
PART4288,engine,Ford,2013,7.0,88.2,617.4,
PART4289,battery,Volkswagen,2012,9.0,95.29,857.61,
PART4290,suspension,Volkswagen,2019,1.0,429.47,429.47,1.0
PART4291,brake,Ford,2021,5.0,230.83,1154.15,1.0
PART4292,suspension,Mercedes,2014,2.0,395.71,791.42,1.0
PART4293,tire,Mercedes,2021,8.0,85.71,685.68,1.0
PART4294,tire,BMW,2008,1.0,97.71,97.71,
PART4295,brake,Honda,2006,8.0,276.47,2211.76,1.0
PART4296,battery,BMW,2016,9.0,385.16,3466.44,0.0
PART4297,suspension,Toyota,2019,5.0,73.84,369.20000000000005,0.0
PART4298,tire,BMW,2021,2.0,240.99,481.98,0.0
PART4299,tire,Audi,2000,1.0,357.62,357.62,1.0
PART4300,suspension,Ford,2013,3.0,217.75,653.25,
PART4301,engine,Ford,2010,8.0,228.11,1824.88,1.0
PART4302,engine,Audi,2010,5.0,390.28,1951.3999999999999,1.0
PART4303,tire,Volkswagen,2020,1.0,368.95,368.95,1.0
PART4304,engine,Mercedes,2017,8.0,244.48,1955.84,1.0
PART4305,battery,BMW,2014,1.0,436.4,436.4,
PART4306,engine,Ford,2001,1.0,163.67,163.67,0.0
PART4307,brake,Mercedes,2005,5.0,486.79,2433.9500000000003,0.0
PART4308,brake,Volkswagen,2020,4.0,135.88,543.52,
PART4309,engine,BMW,2012,6.0,210.12,1260.72,0.0
PART4310,tire,Volkswagen,2013,5.0,256.19,1280.95,1.0
PART4311,tire,Audi,2004,6.0,74.2,445.20000000000005,
PART4312,tire,Toyota,2020,3.0,155.41,466.23,1.0
PART4313,transmission,Toyota,2001,8.0,277.63,2221.04,0.0
PART4314,brake,Toyota,2022,8.0,82.46,659.68,0.0
PART4315,engine,Volkswagen,2022,2.0,96.82,193.64,0.0
PART4316,transmission,Volkswagen,2000,7.0,281.07,1967.49,1.0
PART4317,suspension,Honda,2009,3.0,213.27,639.8100000000001,1.0
PART4318,tire,Honda,2001,7.0,247.76,1734.32,
PART4319,tire,Mercedes,2003,7.0,399.55,2796.85,1.0
PART4320,suspension,BMW,2016,9.0,59.43,534.87,1.0
PART4321,suspension,Toyota,2004,2.0,409.86,819.72,1.0
PART4322,brake,BMW,2001,7.0,283.78,1986.4599999999998,
PART4323,battery,Audi,2007,5.0,168.08,840.4000000000001,
PART4324,brake,BMW,2015,6.0,417.56,2505.36,1.0
PART4325,engine,Volkswagen,2015,6.0,196.76,1180.56,1.0
PART4326,suspension,BMW,2009,3.0,243.94,731.8199999999999,
PART4327,brake,Honda,2018,5.0,481.51,2407.55,1.0
PART4328,transmission,Honda,2015,4.0,391.4,1565.6,1.0
PART4329,brake,Honda,2014,2.0,83.48,166.96,1.0
PART4330,suspension,Mercedes,2005,7.0,333.35,2333.4500000000003,1.0
PART4331,brake,Ford,2003,7.0,218.34,1528.38,0.0
PART4332,engine,Honda,2004,4.0,338.53,1354.12,1.0
PART4333,transmission,Mercedes,2020,8.0,102.39,819.12,0.0
PART4334,transmission,Toyota,2011,6.0,423.39,2540.34,
PART4335,tire,Ford,2021,8.0,286.57,2292.56,
PART4336,suspension,Mercedes,2004,3.0,338.51,1015.53,0.0
PART4337,tire,Toyota,2010,3.0,206.63,619.89,
PART4338,engine,Toyota,2018,7.0,394.18,2759.26,1.0
PART4339,battery,Audi,2017,6.0,435.88,2615.2799999999997,
PART4340,transmission,Toyota,2003,5.0,66.38,331.9,0.0
PART4341,brake,BMW,2000,4.0,285.7,1142.8,
PART4342,engine,Volkswagen,2019,3.0,107.77,323.31,
PART4343,tire,Audi,2015,2.0,213.78,427.56,
PART4344,suspension,Toyota,2016,3.0,178.07,534.21,1.0
PART4345,suspension,Volkswagen,2012,2.0,311.15,622.3,
PART4346,battery,Audi,2004,8.0,483.82,3870.56,1.0
PART4347,battery,Honda,2004,1.0,319.14,319.14,0.0
PART4348,transmission,Ford,2012,2.0,209.71,419.42,
PART4349,brake,Honda,2015,9.0,163.69,1473.21,1.0
PART4350,tire,Toyota,2010,6.0,496.16,2976.96,1.0
PART4351,transmission,Ford,2017,8.0,236.48,1891.84,
PART4352,battery,Ford,2013,7.0,458.32,3208.24,1.0
PART4353,transmission,Ford,2003,8.0,71.26,570.08,
PART4354,transmission,Honda,2016,4.0,233.84,935.36,1.0
PART4355,transmission,Ford,2000,9.0,499.25,4493.25,0.0
PART4356,battery,BMW,2010,6.0,307.48,1844.88,0.0
PART4357,brake,Mercedes,2004,3.0,399.14,1197.42,0.0
PART4358,suspension,Audi,2007,4.0,145.51,582.04,
PART4359,battery,Mercedes,2006,8.0,223.15,1785.2,1.0
PART4360,transmission,BMW,2003,4.0,246.51,986.04,0.0
PART4361,engine,Ford,2009,1.0,218.02,218.02,
PART4362,transmission,Volkswagen,2006,7.0,158.4,1108.8,0.0
PART4363,brake,Ford,2016,7.0,418.53,2929.71,0.0
PART4364,battery,Audi,2018,7.0,429.68,3007.76,0.0
PART4365,brake,Ford,2022,6.0,94.21,565.26,
PART4366,transmission,Toyota,2002,6.0,203.93,1223.58,0.0
PART4367,brake,Honda,2010,5.0,250.34,1251.7,
PART4368,engine,BMW,2005,4.0,358.5,1434.0,0.0
PART4369,transmission,BMW,2007,3.0,454.07,1362.21,0.0
PART4370,tire,Audi,2013,8.0,440.37,3522.96,1.0
PART4371,transmission,Audi,2022,2.0,252.51,505.02,0.0
PART4372,suspension,Toyota,2014,1.0,416.31,416.31,
PART4373,suspension,Audi,2011,3.0,59.19,177.57,0.0
PART4374,brake,Volkswagen,2008,7.0,68.66,480.62,1.0
PART4375,suspension,Volkswagen,2013,1.0,239.67,239.67,0.0
PART4376,brake,Honda,2005,9.0,103.06,927.54,
PART4377,engine,Toyota,2008,6.0,208.65,1251.9,1.0
PART4378,battery,Volkswagen,2003,1.0,182.96,182.96,1.0
PART4379,suspension,Mercedes,2014,4.0,54.35,217.4,
PART4380,tire,Toyota,2002,6.0,77.03,462.18,0.0
PART4381,battery,BMW,2000,2.0,110.01,220.02,
PART4382,brake,Volkswagen,2000,1.0,124.54,124.54,1.0
PART4383,battery,Audi,2007,6.0,119.6,717.5999999999999,0.0
PART4384,suspension,Volkswagen,2018,2.0,432.71,865.42,1.0
PART4385,engine,BMW,2006,6.0,73.57,441.41999999999996,1.0
PART4386,suspension,Honda,2003,8.0,79.39,635.12,1.0
PART4387,brake,BMW,2016,5.0,311.72,1558.6000000000001,0.0
PART4388,battery,Audi,2021,2.0,92.62,185.24,0.0
PART4389,tire,Volkswagen,2011,1.0,422.75,422.75,
PART4390,suspension,Volkswagen,2008,2.0,55.05,110.1,0.0
PART4391,suspension,Ford,2014,1.0,63.7,63.7,1.0
PART4392,brake,BMW,2009,3.0,155.49,466.47,1.0
PART4393,suspension,Audi,2022,3.0,201.93,605.79,1.0
PART4394,engine,Toyota,2022,1.0,143.43,143.43,1.0
PART4395,tire,Ford,2015,7.0,374.76,2623.3199999999997,0.0
PART4396,suspension,Mercedes,2019,7.0,309.05,2163.35,1.0
PART4397,suspension,Toyota,2009,6.0,254.43,1526.58,
PART4398,engine,Honda,2003,2.0,62.04,124.08,
PART4399,battery,Honda,2001,1.0,333.67,333.67,
PART4400,engine,Audi,2005,2.0,150.5,301.0,
PART4401,battery,Honda,2009,7.0,491.59,3441.1299999999997,0.0
PART4402,tire,Audi,2011,4.0,410.02,1640.08,0.0
PART4403,engine,Mercedes,2017,5.0,62.94,314.7,0.0
PART4404,engine,Volkswagen,2013,7.0,419.04,2933.28,1.0
PART4405,battery,Honda,2012,4.0,163.66,654.64,
PART4406,engine,Volkswagen,2002,2.0,397.06,794.12,
PART4407,tire,Mercedes,2021,3.0,230.05,690.1500000000001,1.0
PART4408,suspension,Mercedes,2017,9.0,69.58,626.22,1.0
PART4409,brake,Toyota,2003,2.0,328.85,657.7,
PART4410,suspension,Volkswagen,2020,3.0,418.44,1255.32,0.0
PART4411,battery,BMW,2019,8.0,335.96,2687.68,
PART4412,transmission,BMW,2022,6.0,80.9,485.40000000000003,1.0
PART4413,suspension,Volkswagen,2012,9.0,198.73,1788.57,1.0
PART4414,battery,Audi,2006,8.0,333.41,2667.28,1.0
PART4415,tire,Volkswagen,2020,3.0,489.12,1467.3600000000001,
PART4416,engine,Mercedes,2009,4.0,387.3,1549.2,0.0
PART4417,battery,Volkswagen,2010,6.0,95.8,574.8,
PART4418,tire,Mercedes,2007,6.0,197.41,1184.46,0.0
PART4419,tire,Ford,2010,1.0,84.46,84.46,
PART4420,suspension,Mercedes,2008,7.0,88.11,616.77,1.0
PART4421,brake,Honda,2013,6.0,418.99,2513.94,1.0
PART4422,brake,Audi,2000,8.0,163.88,1311.04,
PART4423,brake,Volkswagen,2012,2.0,209.2,418.4,
PART4424,engine,Audi,2021,3.0,205.29,615.87,1.0
PART4425,transmission,Ford,2020,6.0,178.75,1072.5,1.0
PART4426,brake,BMW,2000,3.0,374.0,1122.0,1.0
PART4427,tire,Ford,2002,1.0,98.28,98.28,1.0
PART4428,brake,Audi,2020,8.0,179.55,1436.4,0.0
PART4429,battery,Ford,2004,5.0,415.92,2079.6,0.0
PART4430,transmission,Honda,2008,6.0,210.01,1260.06,0.0
PART4431,tire,Volkswagen,2022,1.0,175.43,175.43,1.0
PART4432,battery,Audi,2020,7.0,51.21,358.47,1.0
PART4433,battery,Honda,2004,9.0,168.08,1512.72,
PART4434,brake,Toyota,2003,5.0,484.53,2422.6499999999996,
PART4435,brake,Toyota,2009,7.0,418.56,2929.92,
PART4436,brake,Audi,2015,4.0,112.44,449.76,0.0
PART4437,tire,Mercedes,2022,4.0,60.4,241.6,0.0
PART4438,transmission,Honda,2004,6.0,129.47,776.8199999999999,0.0
PART4439,transmission,Audi,2014,2.0,71.69,143.38,1.0
PART4440,transmission,Mercedes,2004,6.0,466.71,2800.2599999999998,
PART4441,brake,Audi,2004,1.0,445.55,445.55,0.0
PART4442,tire,BMW,2005,3.0,210.11,630.33,0.0
PART4443,suspension,Ford,2015,3.0,385.74,1157.22,0.0
PART4444,brake,Toyota,2001,3.0,322.01,966.03,0.0
PART4445,tire,Ford,2013,1.0,218.35,218.35,
PART4446,engine,Ford,2019,9.0,331.35,2982.15,
PART4447,brake,BMW,2015,9.0,352.57,3173.13,1.0
PART4448,engine,BMW,2010,2.0,189.55,379.1,1.0
PART4449,engine,BMW,2021,7.0,350.82,2455.74,1.0
PART4450,battery,Toyota,2020,7.0,423.48,2964.36,1.0
PART4451,suspension,Ford,2002,3.0,178.44,535.3199999999999,
PART4452,transmission,Audi,2008,5.0,165.52,827.6,
PART4453,battery,Audi,2000,9.0,172.18,1549.6200000000001,1.0
PART4454,tire,Audi,2016,1.0,308.56,308.56,
PART4455,suspension,Ford,2011,3.0,490.46,1471.3799999999999,
PART4456,transmission,Volkswagen,2008,6.0,220.88,1325.28,0.0
PART4457,battery,BMW,2012,2.0,144.53,289.06,1.0
PART4458,suspension,Volkswagen,2021,2.0,461.67,923.34,0.0
PART4459,suspension,Audi,2022,8.0,133.8,1070.4,
PART4460,transmission,Audi,2000,9.0,341.85,3076.65,0.0
PART4461,brake,Volkswagen,2016,8.0,366.3,2930.4,
PART4462,engine,Audi,2018,6.0,92.77,556.62,0.0
PART4463,brake,Toyota,2007,9.0,187.01,1683.09,0.0
PART4464,transmission,Toyota,2009,3.0,196.19,588.5699999999999,1.0
PART4465,battery,Mercedes,2016,4.0,116.14,464.56,0.0
PART4466,engine,Honda,2005,3.0,60.27,180.81,
PART4467,battery,Volkswagen,2014,2.0,334.79,669.58,1.0
PART4468,battery,Audi,2000,1.0,303.3,303.3,
PART4469,brake,Audi,2000,6.0,254.39,1526.34,1.0
PART4470,battery,Toyota,2004,7.0,434.68,3042.76,0.0
PART4471,battery,Volkswagen,2003,7.0,253.77,1776.39,1.0
PART4472,suspension,BMW,2001,7.0,285.01,1995.07,
PART4473,brake,Audi,2021,3.0,494.7,1484.1,
PART4474,brake,Ford,2012,1.0,135.2,135.2,
PART4475,tire,BMW,2015,7.0,198.75,1391.25,1.0
PART4476,brake,BMW,2015,2.0,257.63,515.26,1.0
PART4477,transmission,Ford,2008,7.0,59.46,416.22,1.0
PART4478,engine,Toyota,2005,1.0,498.66,498.66,0.0
PART4479,suspension,Mercedes,2017,6.0,67.97,407.82,
PART4480,brake,Honda,2022,1.0,84.76,84.76,
PART4481,engine,Toyota,2005,9.0,237.54,2137.86,
PART4482,engine,Toyota,2002,4.0,156.25,625.0,1.0
PART4483,brake,Volkswagen,2002,5.0,180.8,904.0,
PART4484,battery,Volkswagen,2020,2.0,195.15,390.3,1.0
PART4485,transmission,Ford,2013,3.0,198.21,594.63,
PART4486,battery,BMW,2004,8.0,284.62,2276.96,
PART4487,battery,Volkswagen,2003,4.0,368.93,1475.72,0.0
PART4488,engine,Honda,2008,8.0,420.22,3361.76,0.0
PART4489,tire,Toyota,2005,6.0,190.05,1140.3000000000002,1.0
PART4490,transmission,Audi,2001,5.0,123.32,616.5999999999999,
PART4491,engine,Toyota,2001,6.0,170.66,1023.96,1.0
PART4492,engine,Mercedes,2006,6.0,59.8,358.79999999999995,0.0
PART4493,battery,Toyota,2015,9.0,276.27,2486.43,0.0
PART4494,transmission,Audi,2020,1.0,189.51,189.51,
PART4495,battery,Honda,2003,5.0,387.7,1938.5,1.0
PART4496,battery,BMW,2006,1.0,322.75,322.75,
PART4497,battery,Honda,2006,4.0,447.0,1788.0,0.0
PART4498,suspension,Audi,2003,5.0,359.94,1799.7,1.0
PART4499,tire,Ford,2015,9.0,292.27,2630.43,0.0
PART4500,brake,Toyota,2005,7.0,174.57,1221.99,1.0
PART4501,tire,Honda,2021,8.0,73.38,587.04,0.0
PART4502,transmission,Toyota,2002,5.0,208.69,1043.45,0.0
PART4503,engine,Ford,2010,9.0,343.99,3095.91,1.0
PART4504,brake,Ford,2019,4.0,263.47,1053.88,1.0
PART4505,transmission,Honda,2006,8.0,126.03,1008.24,
PART4506,engine,Audi,2008,9.0,401.3,3611.7000000000003,
PART4507,tire,Ford,2017,1.0,184.26,184.26,1.0
PART4508,brake,Toyota,2004,6.0,226.29,1357.74,1.0
PART4509,engine,Toyota,2009,9.0,112.89,1016.01,1.0
PART4510,brake,Ford,2019,9.0,293.14,2638.2599999999998,1.0
PART4511,suspension,BMW,2010,9.0,238.76,2148.84,
PART4512,brake,Honda,2000,8.0,256.89,2055.12,1.0
PART4513,battery,BMW,2011,2.0,442.11,884.22,
PART4514,suspension,Toyota,2009,5.0,172.3,861.5,1.0
PART4515,tire,Honda,2003,2.0,389.5,779.0,1.0
PART4516,suspension,Volkswagen,2015,8.0,401.14,3209.12,1.0
PART4517,transmission,Audi,2009,5.0,223.48,1117.3999999999999,1.0
PART4518,engine,Honda,2010,9.0,478.97,4310.7300000000005,1.0
PART4519,engine,Honda,2004,8.0,405.75,3246.0,
PART4520,engine,Audi,2016,3.0,111.48,334.44,1.0
PART4521,engine,Toyota,2017,8.0,402.1,3216.8,1.0
PART4522,tire,Mercedes,2022,5.0,449.65,2248.25,
PART4523,battery,Audi,2018,6.0,89.11,534.66,1.0
PART4524,battery,Ford,2004,5.0,445.15,2225.75,
PART4525,tire,Ford,2018,1.0,73.37,73.37,1.0
PART4526,suspension,Audi,2021,5.0,366.65,1833.25,1.0
PART4527,suspension,BMW,2001,6.0,469.42,2816.52,0.0
PART4528,engine,BMW,2006,3.0,478.07,1434.21,0.0
PART4529,tire,BMW,2005,1.0,449.23,449.23,0.0
PART4530,battery,Audi,2010,5.0,125.35,626.75,0.0
PART4531,brake,Honda,2018,5.0,205.51,1027.55,
PART4532,brake,Toyota,2011,6.0,322.04,1932.2400000000002,
PART4533,brake,Audi,2014,3.0,342.35,1027.0500000000002,0.0
PART4534,battery,Mercedes,2020,6.0,163.64,981.8399999999999,0.0
PART4535,battery,Mercedes,2013,5.0,312.4,1562.0,1.0
PART4536,tire,Ford,2009,6.0,249.51,1497.06,0.0
PART4537,brake,Mercedes,2010,4.0,227.25,909.0,0.0
PART4538,engine,Toyota,2007,6.0,193.02,1158.1200000000001,0.0
PART4539,transmission,Ford,2008,5.0,440.65,2203.25,1.0
PART4540,transmission,Toyota,2006,6.0,403.32,2419.92,
PART4541,tire,Ford,2020,2.0,133.87,267.74,1.0
PART4542,suspension,Mercedes,2020,7.0,348.8,2441.6,1.0
PART4543,battery,Mercedes,2008,5.0,68.51,342.55,1.0
PART4544,tire,Honda,2007,8.0,325.28,2602.24,
PART4545,battery,Honda,2014,3.0,253.75,761.25,0.0
PART4546,transmission,Mercedes,2018,7.0,486.86,3408.02,
PART4547,battery,Honda,2007,1.0,70.37,70.37,
PART4548,brake,Ford,2020,4.0,220.4,881.6,1.0
PART4549,tire,Ford,2000,4.0,213.27,853.08,0.0
PART4550,transmission,Ford,2003,5.0,78.31,391.55,0.0
PART4551,transmission,Toyota,2001,4.0,76.85,307.4,1.0
PART4552,battery,Ford,2009,7.0,342.68,2398.76,0.0
PART4553,transmission,Volkswagen,2022,9.0,51.33,461.96999999999997,
PART4554,brake,BMW,2010,5.0,450.54,2252.7000000000003,1.0
PART4555,transmission,Toyota,2004,8.0,454.19,3633.52,
PART4556,brake,Mercedes,2015,4.0,449.5,1798.0,1.0
PART4557,engine,Audi,2014,3.0,84.42,253.26,
PART4558,brake,BMW,2014,7.0,227.96,1595.72,1.0
PART4559,transmission,Audi,2000,5.0,415.86,2079.3,0.0
PART4560,brake,Audi,2014,7.0,438.38,3068.66,
PART4561,tire,Audi,2009,5.0,424.98,2124.9,1.0
PART4562,engine,Toyota,2011,2.0,395.51,791.02,
PART4563,suspension,Toyota,2015,6.0,238.25,1429.5,1.0
PART4564,tire,Audi,2014,7.0,213.89,1497.23,0.0
PART4565,battery,Volkswagen,2015,6.0,251.15,1506.9,
PART4566,suspension,Volkswagen,2010,1.0,141.03,141.03,0.0
PART4567,tire,Volkswagen,2006,1.0,111.85,111.85,1.0
PART4568,transmission,Honda,2007,1.0,313.17,313.17,
PART4569,transmission,Audi,2017,3.0,157.03,471.09000000000003,
PART4570,battery,Toyota,2004,4.0,389.54,1558.16,1.0
PART4571,transmission,Ford,2021,8.0,112.73,901.84,0.0
PART4572,suspension,Honda,2019,1.0,485.59,485.59,0.0
PART4573,battery,Honda,2021,2.0,109.78,219.56,0.0
PART4574,tire,Audi,2016,9.0,159.76,1437.84,0.0
PART4575,transmission,Mercedes,2014,2.0,354.74,709.48,1.0
PART4576,engine,BMW,2005,7.0,289.6,2027.2000000000003,0.0
PART4577,battery,Volkswagen,2002,8.0,239.85,1918.8,
